순위,도서ID,도서명,저자,출판사,출간일,판매가(원),정가(원),할인율(%),평점,리뷰수,판매지수,상세페이지링크,내용
715,180335965,Security Guide 2026 (V.21) - 공격용 AI vs 방어용 AI,편집부 저,(주)화산미디어,2026년 02월,"28,500","30,000",5.0,,0,402,https://www.yes24.com/product/goods/180335965,
716,180335619,요즘 직장인을 위한 실무 보고서 작성 비법,김태영 저,시프트,2026년 03월,"18,000","20,000",10.0,10.0,9,"2,424",https://www.yes24.com/product/goods/180335619,
717,180162710,5분 제미나이,오종현 저,한빛미디어,2026년 02월,"21,600","24,000",10.0,9.9,34,"2,286",https://www.yes24.com/product/goods/180162710,
718,180158155,슬기로운 교사 생활 구글 클래스룸 수업 활용법,유수근 저,골든래빗,2026년 03월,"24,120","26,800",10.0,9.9,108,"1,158",https://www.yes24.com/product/goods/180158155,
719,180138780,C++로 배우는 자료구조 및 알고리즘,Frank M. Carrano 저 / 송하윤 등역,프로텍미디어,2026년 02월,"44,000","44,000",,,0,108,https://www.yes24.com/product/goods/180138780,
720,179607096,가장 쉬운 AI 앱 빌더 DIfy 실무 가이드,오노 사토시 저/두발타고 역,AK(에이케이 커뮤니케이션즈),2026년 02월,"40,850","43,000",5.0,,0,240,https://www.yes24.com/product/goods/179607096,
721,179605419,"문제 해결의 힘, 컴퓨팅 사고력",한옥영 저,성균관대학교출판부(SKKUP),2026년 02월,"25,000","25,000",,,0,108,https://www.yes24.com/product/goods/179605419,
722,178728913,"세상을 복제하는 공장, Physical AI 데이터팩토리",손병희 저,꾸그티처스,2026년 02월,"13,500","15,000",10.0,2.0,2,606,https://www.yes24.com/product/goods/178728913,
723,178420804,요즘 디자인을 위한 포토샵 & 일러스트레이터 (큰글자책),서영열 저,시프트,2026년 02월,"85,000","85,000",,,0,72,https://www.yes24.com/product/goods/178420804,
724,178332725,누구나 쉽게 따라 하는 디지털 & AI,"이정화, 남호정, 최상국, 하나 저",디지털콘텐츠그룹,2026년 02월,"16,200","18,000",10.0,,0,642,https://www.yes24.com/product/goods/178332725,
725,178093876,인벤터 설계,"홍성기, 강민정 저",성안당,2026년 02월,"24,300","27,000",10.0,,0,156,https://www.yes24.com/product/goods/178093876,
726,177855321,포지션으로 읽는 리그오브레전드,홍승표 저,가나북스,2026년 03월,"21,600","24,000",10.0,10.0,4,390,https://www.yes24.com/product/goods/177855321,
727,177293894,내 코드가 불안한 개발자를 위한 좋은 코드의 기준,모리 아츠시 저/안동현 역,프리렉,2026년 02월,"22,500","25,000",10.0,10.0,4,216,https://www.yes24.com/product/goods/177293894,
728,177288116,엑셀로 시작하는 데이터 분석과 업무 자동화,김철 저,영진닷컴,2026년 02월,"28,800","32,000",10.0,10.0,18,"1,134",https://www.yes24.com/product/goods/177288116,
729,177220266,AI와 함께라서,"최원설, 이재하, 고은비 저",지식터,2026년 01월,"18,000","18,000",,10.0,3,336,https://www.yes24.com/product/goods/177220266,
730,177123164,어르신들을 위한 스마트폰 기초교실,디지털콘텐츠그룹 편집부 저,디지털콘텐츠그룹,2026년 02월,"14,400","16,000",10.0,,0,840,https://www.yes24.com/product/goods/177123164,
731,177114666,나노바나나로 AI툰 제작하기,김한재 저,비엘북스,2026년 02월,"28,800","32,000",10.0,10.0,14,"2,016",https://www.yes24.com/product/goods/177114666,
732,177078746,인간중심 AI,권유빈 저,커뮤니케이션북스,2026년 02월,"12,000","12,000",,,0,150,https://www.yes24.com/product/goods/177078746,
733,177059661,허깅페이스로 배우는 멀티모달 모델,"이정인, 정우준 저",디지털북스,2026년 03월,"19,800","22,000",10.0,10.0,2,360,https://www.yes24.com/product/goods/177059661,
734,176921133,마법 같은 영상 제작을 위한 스마트폰 촬영 및 편집 with 캡컷 (큰글자책),김지희 저,시프트,2026년 02월,"48,000","48,000",,,0,246,https://www.yes24.com/product/goods/176921133,
735,176920892,"누구나 쉽게 AI 작사 & 작곡 with 생성형 인공지능, 챗GPT, 수노, 유디오 (큰글자책)","현병욱(오땡큐), 신수진 저",시프트,2026년 02월,"39,000","39,000",,,0,258,https://www.yes24.com/product/goods/176920892,
736,176914166,프리미어 프로 + 애프터 이펙트 CC 2026 무작정 따라하기,"전은재, 민지영, 문수민, 앤미디어 저",길벗,2026년 02월,"24,300","27,000",10.0,9.7,26,"1,260",https://www.yes24.com/product/goods/176914166,
737,176914164,기본기부터 다시 새기는 러스트 특강,욘 옝세 저/장현희 역,인사이트(insight),2026년 02월,"29,700","33,000",10.0,,0,204,https://www.yes24.com/product/goods/176914164,
738,176538801,팔란티어처럼 해체하고 연결하고 장악하라,정관영 저,골든래빗,2026년 02월,"21,600","24,000",10.0,10.0,62,"3,945",https://www.yes24.com/product/goods/176538801,
739,175912211,생성형AI 프롬프트 디자인,한국생성형AI연구원 저,광문각출판미디어,2026년 02월,"30,000","30,000",,,0,528,https://www.yes24.com/product/goods/175912211,
740,175863613,아두이노 프로그래밍,"강성묵, 정보권 저",생능출판사,2026년 01월,"35,000","35,000",,,0,222,https://www.yes24.com/product/goods/175863613,
741,175523653,"AI로 차트, 그래프, 인포그래픽 한 번에 끝내기",이현 저,천그루숲,2026년 01월,"16,200","18,000",10.0,10.0,16,"1,500",https://www.yes24.com/product/goods/175523653,
742,175392034,그림으로 배우는 가상화 구조,"스즈키 켄지, 무네무라 타쿠미, 마루야마 카츠야스, 오우 쇼 저/김성훈 역",영진닷컴,2026년 01월,"15,300","17,000",10.0,9.6,10,468,https://www.yes24.com/product/goods/175392034,
743,175232277,"우리, 프로그래머들 We, Programmers",로버트 C. 마틴 저/최희철 역,길벗,2026년 01월,"27,900","31,000",10.0,9.9,19,"2,370",https://www.yes24.com/product/goods/175232277,
744,175226784,"IT@CookBook, 유니티 입문","이종원, 신유철, 이승환 저",한빛아카데미,2026년 01월,"33,000","33,000",,2.0,1,312,https://www.yes24.com/product/goods/175226784,
745,175226781,출근길에 읽고 퇴근길에 완성하는 바이브 코딩,노승헌 저,더 타이즈,2026년 02월,"19,800","22,000",10.0,,0,996,https://www.yes24.com/product/goods/175226781,
746,175133788,AI 프로젝트 100% 성공을 위한 체크리스트 17,유진호 저,책만,2026년 01월,"25,200","28,000",10.0,9.9,18,"3,408",https://www.yes24.com/product/goods/175133788,
747,175122641,AI 디자인 활용백과,채시은 저,스마트북스,2026년 01월,"22,500","25,000",10.0,10.0,2,936,https://www.yes24.com/product/goods/175122641,
748,175110074,심리상담과 AI의 융합 (큰글자책),이혜숙 저,커뮤니케이션북스,2026년 01월,"25,000","25,000",,,0,84,https://www.yes24.com/product/goods/175110074,
749,174795790,네이버 블로그 역제안 가이드,마케터C(김명경) 저,한빛미디어,2026년 02월,"19,800","22,000",10.0,9.8,44,"1,182",https://www.yes24.com/product/goods/174795790,
750,174753625,마인크래프트 블록 완벽 가이드,Mojang Studio 저/강세중 역,영진닷컴,2026년 01월,"22,500","25,000",10.0,10.0,5,"1,182",https://www.yes24.com/product/goods/174753625,
751,174267330,MK에디션 CES 2026,매일경제 CES 특별취재팀 저,매일경제신문사,2026년 01월,"18,000","20,000",10.0,10.0,2,"2,814",https://www.yes24.com/product/goods/174267330,
752,174031964,디지털 게임 레벨 디자인 가이드,김익환 저,다윈의서재,2026년 01월,"65,000","65,000",,,0,96,https://www.yes24.com/product/goods/174031964,
753,174028749,AI와 심리적 안정감,원미영 저,커뮤니케이션북스,2026년 01월,"12,000","12,000",,,0,120,https://www.yes24.com/product/goods/174028749,
754,173183477,인공지능이 답할 때 교육은 무엇을 묻는가,함영기 저,에듀니티교육연구소(에듀니티),2026년 01월,"18,000","20,000",10.0,10.0,8,"4,770",https://www.yes24.com/product/goods/173183477,
755,173033853,모던 API 아키텍처 설계 전략,"제임스 고프, 대니얼 브라이언트, 매튜 어번 저/장현희 역",책만,2026년 01월,"28,800","32,000",10.0,9.0,2,"2,142",https://www.yes24.com/product/goods/173033853,
756,172532517,포토샵 & 일러스트레이터 & 인디자인 CC 2026,"김경미, 최리진 저",생능북스,2026년 01월,"22,500","25,000",10.0,9.9,34,"1,602",https://www.yes24.com/product/goods/172532517,
757,171651782,코틀린&스프링 부트로 개발은 처음인데요,정보근 저,더 타이즈,2026년 01월,"29,700","33,000",10.0,,0,432,https://www.yes24.com/product/goods/171651782,
758,171013891,코딩런 반려동물키우기 with 엔트리,놀이교육콘텐츠랩 저,마린북스,2025년 12월,"13,500","15,000",10.0,,0,474,https://www.yes24.com/product/goods/171013891,
759,170998602,포토샵+일러스트레이터 CC 2026 무작정 따라하기,"문수민, 민지영, 앤미디어, 전은재 저",길벗,2026년 01월,"23,400","26,000",10.0,9.8,62,"3,138",https://www.yes24.com/product/goods/170998602,
760,170378306,현직교사가 만든 가장 쉬운 미리캔버스 수업 활용! MiriCanvas(미리캔버스)로 무엇이든 만들 수 있다,"김동은, 김효민, 박채린, 이희정, 임준열 저",광문각출판미디어,2025년 12월,"21,000","21,000",,9.8,30,"1,164",https://www.yes24.com/product/goods/170378306,
761,168871803,리더는 AI에게 질문하지 않는다,김희연 저,북피움,2026년 01월,"20,700","23,000",10.0,,0,"2,901",https://www.yes24.com/product/goods/168871803,
762,168759478,이펙티브 타입스크립트 2판,댄 밴더캄 저/장원호 역,인사이트(insight),2025년 12월,"31,500","35,000",10.0,,0,660,https://www.yes24.com/product/goods/168759478,
763,168451090,"요즘 바이브 코딩 v0 + 커서 입문 PRD 기획·개발·배포, 일주일 완성",김동학 저,골든래빗,2026년 01월,"25,200","28,000",10.0,9.4,7,"1,440",https://www.yes24.com/product/goods/168451090,
764,168263935,AI 잘 쓰는 디자이너,전하린 저,이지스퍼블리싱,2025년 12월,"18,900","21,000",10.0,10.0,11,"2,742",https://www.yes24.com/product/goods/168263935,
765,168228070,따라 하면서 완성하는 AWS 인프라 구축 입문,최진영(럭키바닐라 3세) 저,위키북스,2026년 01월,"31,500","35,000",10.0,,0,828,https://www.yes24.com/product/goods/168228070,
766,168226328,"Dify, 코딩 없이 AI 앱 개발의 시작","멀티코어, 조준희, 강장묵, 이상한, 윤철희 저",프리렉,2025년 12월,"22,500","25,000",10.0,10.0,4,702,https://www.yes24.com/product/goods/168226328,
767,167785232,일잘러의 무기가 되는 엑셀 대시보드,최준선 저,한빛미디어,2025년 12월,"24,300","27,000",10.0,9.4,7,744,https://www.yes24.com/product/goods/167785232,
768,167600356,주얼리 디자인을 위한 미드저니(Midjourney) 가이드,김규승 저,청담북스,2025년 11월,"23,750","25,000",5.0,,0,72,https://www.yes24.com/product/goods/167600356,
769,167584729,AI 자율학습 밑바닥부터 배우는 AI 에이전트,다비드스튜디오 저,길벗,2025년 12월,"21,600","24,000",10.0,9.6,20,"1,860",https://www.yes24.com/product/goods/167584729,
770,167582352,피지컬 AI 컴퓨팅 센서편,"김석진, 박경민, 신승호 저",골든벨,2026년 01월,"31,350","33,000",5.0,10.0,1,438,https://www.yes24.com/product/goods/167582352,
771,167496127,AI와 언어학,이은송 저,커뮤니케이션북스,2025년 12월,"12,000","12,000",,,0,150,https://www.yes24.com/product/goods/167496127,
772,167455912,키득키득반반한 코딩 어린이스크래치&엔트리with 인터넷+AI,놀이교육콘텐츠랩 저,마린북스,2025년 11월,"12,600","14,000",10.0,,0,960,https://www.yes24.com/product/goods/167455912,
773,167400777,AI와 패션 디자인 (큰글자책),"마진주, 정연이 저",커뮤니케이션북스,2025년 12월,"25,000","25,000",,,0,60,https://www.yes24.com/product/goods/167400777,
774,167388454,키득키득 반반한 OA 파워포인트&한글 with 인터넷+AI,놀이교육콘텐츠랩 저,마린북스,2025년 11월,"12,600","14,000",10.0,,0,"1,644",https://www.yes24.com/product/goods/167388454,
775,167387442,AI 법률문서 작성법 : 형사사건편,김종엽 저,박영사,2025년 12월,"28,000","28,000",,6.0,2,714,https://www.yes24.com/product/goods/167387442,
776,167384326,요즘 바이브 코딩 제미나이 CLI 완벽 가이드,김진환 저,골든래빗,2025년 12월,"23,400","26,000",10.0,10.0,80,"4,566",https://www.yes24.com/product/goods/167384326,
777,167131962,Do it! HTML+CSS 웹 표준의 정석,고경희 저,이지스퍼블리싱,2025년 11월,"26,550","29,500",10.0,10.0,12,654,https://www.yes24.com/product/goods/167131962,
778,165483454,한 권으로 끝내는 올인원 피그마,오시내 저,제이펍,2025년 12월,"31,500","35,000",10.0,10.0,1,"1,392",https://www.yes24.com/product/goods/165483454,
779,165325500,현직교사가 만든 가장 쉬운 캔바 수업 활용! 캔바로 무엇이든 만들 수 있다,"이서영, 유상숙, 양지현, 이상현 저",광문각출판미디어,2025년 11월,"19,000","19,000",,9.8,38,"2,568",https://www.yes24.com/product/goods/165325500,
780,165140030,Prisma로 배우는 TypeScript 데이터베이스 프로그래밍 Prisma ORM 입문,이규호 저,콩콩 컴퍼니,2025년 10월,"29,400","29,400",,,0,96,https://www.yes24.com/product/goods/165140030,
781,164912355,공공기관 업무혁신을 위한 AI플레이북,"신철, 김용환, 권영우, 최은호, 전영달, 윤기영, 김근오 저",6G웰니스,2025년 11월,"20,700","23,000",10.0,,0,108,https://www.yes24.com/product/goods/164912355,
782,164773671,AI와 무용 교육,김경미 저,커뮤니케이션북스,2025년 11월,"12,000","12,000",,,0,126,https://www.yes24.com/product/goods/164773671,
783,164512812,도메인 주도 설계를 위한 함수형 프로그래밍,스콧 블라신 저/박주형 편역,제이펍,2025년 11월,"28,800","32,000",10.0,10.0,6,"1,290",https://www.yes24.com/product/goods/164512812,
784,163744828,PyTorch로 배우는 딥러닝과 생성형 AI,박유성 저,자유아카데미,2025년 11월,"43,000","43,000",,3.0,2,621,https://www.yes24.com/product/goods/163744828,
785,163598008,직장인을 위한 미드저니 이미지 & 영상 제작,"고희청, 박범희 저",성안당,2025년 11월,"24,300","27,000",10.0,9.7,43,402,https://www.yes24.com/product/goods/163598008,
786,162993187,파이썬 for Beginner,우재남 저,한빛아카데미,2025년 11월,"26,000","26,000",,9.0,2,"2,928",https://www.yes24.com/product/goods/162993187,
787,162211876,AI 개발자가 되고 싶으세요?,"배휘동, 홍석용, 오현우, 정금호, 최남규 저 외 1명 정보 더 보기/감추기 배휘동 홍석용 오현우 정금호 최남규 김성완",로드북,2025년 11월,"22,500","25,000",10.0,10.0,5,630,https://www.yes24.com/product/goods/162211876,
788,162178083,레트로 게임 만들기 with 파이썬,"조수현, 김이현, 이승현, 노근우 저",루비페이퍼,2025년 11월,"31,500","35,000",10.0,10.0,1,882,https://www.yes24.com/product/goods/162178083,
789,161924116,바이브 코딩,이석현 저,아이콕스(iCox),2025년 11월,"24,300","27,000",10.0,,0,"1,284",https://www.yes24.com/product/goods/161924116,
790,161918303,운영체제,"박규석, 배인한 저/김영찬 감수",생능출판사,2025년 11월,"28,000","28,000",,,0,336,https://www.yes24.com/product/goods/161918303,
791,161614247,PLAY! SOLIDWORKS 2026 ASSEM&DRAW BASIC,원동현 저,청담북스,2025년 10월,"19,000","20,000",5.0,,0,300,https://www.yes24.com/product/goods/161614247,
792,161611894,PLAY! SOLIDWORKS 2026 PART BASIC,원동현 저,청담북스,2025년 10월,"20,900","22,000",5.0,,0,480,https://www.yes24.com/product/goods/161611894,
793,160603535,핸즈온 바이브 코딩,정도현 저,한빛미디어,2025년 10월,"19,800","22,000",10.0,9.6,32,"1,722",https://www.yes24.com/product/goods/160603535,
794,160497918,파이썬으로 시작하는 머신러닝+딥러닝,강지영 저,아이리포,2025년 11월,"25,200","28,000",10.0,10.0,5,"1,266",https://www.yes24.com/product/goods/160497918,
